"DATE START: 2016-03-01","DATE END: 2016-03-31","MAIN CURRENCY:Euro"
" "," "," "
DATE,NAME,"CONVERSION RATE","CASINO NET","ROYALPK NET","FOREX NET","BETTING NET","BETTING LIVE NET","POKER LIVE DIFF","POKER LIVE RAKE","POKER 2D DIFF","POKER 2D RAKE"
" "," "," "
" "," "," "
2016-03,"[WM] BetClock",none,"109,110.64",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-03,"[WM] BetClockPKL",none,0.00,0.00,0.00,0.00,0.00,"1,550.14","1,264.01",0.00,0.00
